description,category,source_bank,transaction_type
SWITCHING DB BNI 2722212115,tidak_diketahui,Mandiri,transfer
PEMBAYARAN SHOPEEFOOD,makanan,BNI,debit
DB GOJEK TIKET,transport,BNI,debit
TRSF E-BANKING DB 1110253090 NURI RAHAYU RUTIN,transfer_keluarga,Permata,transfer
DB EDC YOSHINOYA PLB 676,makanan,BCA,debit
PYMNT GOFOOD,makanan,BNI,debit
AUTODEBET TAGIHAN KARTU KREDIT BCA,tagihan,Danamon,debit
E-BANKING DB GOPAY 357901,topup_ewallet,GoPay,ewallet
RETAIL ALFAMART TNG,belanja,BSI,debit
NP NAV KARAOKE SBY,hiburan,BRI,debit
BAYAR TAGIHAN TAGIHAN KARTU KREDIT BCA,tagihan,Mandiri,debit
PEMBAYARAN RAWAT LABORATORIUM CITO,kesehatan,Permata,debit
PYMNT TIKET.COM,transport,Permata,debit
IURAN ARISAN BULANAN VERA ANGGRAINI,transfer_sosial,Mandiri,transfer
DB PLN PASCABAYAR,tagihan,BCA,debit
TOPUP SHOPEEPAY 75583668,topup_ewallet,ShopeePay,ewallet
BYR UKT SEMESTER GANJIL 958119655899,pendidikan,Mandiri,debit
DB TRF 8917339929,tidak_diketahui,BSI,transfer
KIRIM KONDANGAN HENDRA GUNAWAN,transfer_sosial,CIMB,transfer
PYMNT PLN PREPAID 542762531272 029,tagihan,BCA,debit
TRF ORANG TUA WATI SUSANTI 5463373883,transfer_keluarga,Danamon,transfer
KONDANGAN PERNIKAHAN OLIVIA SINAGA,transfer_sosial,BCA,transfer
BYR BIAYA KULIAH SWASTA 195625,pendidikan,BCA,debit
BIAYA BEROBAT LABORATORIUM PRODIA,kesehatan,BSI,debit
PEMBAYARAN SHOPEEFOOD,makanan,BRI,debit
PEMBAYARAN RAWAT RUMAH SAKIT UMUM,kesehatan,BRI,debit
np wingstop jkt,makanan,BRI,debit
TRF KE DANA 6779628031,topup_ewallet,DANA,ewallet
BAYAR TAGIHAN TAGIHAN KARTU KREDIT MANDIRI,tagihan,BCA,debit
NP CONVERSE STORE BPN,belanja,BRI,debit
VIS ERIGO,belanja,Mandiri,debit
TRANSFER BELANJA KELUARGA JOKO WIDODO,transfer_keluarga,CIMB,transfer
trsf e-banking db grabhealth,kesehatan,Danamon,debit
DB TRAVELOKA TIKET,transport,CIMB,debit
QRIS PMT HAPPY PUPPY KTV BDG,hiburan,BRI,debit
TRSF E-BANKING DB CICILAN FIF MOTOR,tagihan,CIMB,debit
IPY TIKTOK SHOP,belanja,BSI,debit
SWITCHING DB BSI 0860264272 FITRI HANDAYANI,transfer_keluarga,CIMB,transfer
DB NOTARIS PPAT,lainnya,BCA,debit
BAYAR KLINIK APOTEK GUARDIAN CRB,kesehatan,BSI,debit
DEBIT EDC ES TEH INDON,makanan,Mandiri,debit
PYMNT GRAB,transport,BRI,debit
DEBIT EDC NAV KARAOKE CRB,hiburan,BSI,debit
RESTO BEBEK GORENG HARISSA PBR,makanan,BSI,debit
DEBIT EDC BURGER KING TNG,makanan,BNI,debit
TRSF E-BANKING DB SHOPEEFOOD,makanan,BSI,debit
PATUNGAN ULANG TAHUN VINA OKTAVIA,transfer_sosial,BRI,transfer
TRSF E-BANKING DB REK SENDIRI 4033355779,transfer_internal,Danamon,transfer
TRF 851594 Danamon,tidak_diketahui,DANA,ewallet
SWITCHING DB TOPUP OVO,topup_ewallet,OVO,ewallet
TRF RUTIN BULANAN INDRA KUSUMA 7261034302,transfer_keluarga,BNI,transfer
BAYAR TAGIHAN TAGIHAN INTERNET INDIHOME,tagihan,BCA,debit
PEMBAYARAN TRAVELOKA,makanan,Permata,debit
TRANSFER 2215847972,tidak_diketahui,Mandiri,transfer
TRSF E-BANKING DB BIMBEL ONLINE,pendidikan,BSI,debit
IPY KURSUS BAHASA EF ENGLISH,pendidikan,BSI,debit
TRANSFER IURAN ARISAN GUNAWAN WIBOWO,transfer_sosial,Mandiri,transfer
IPY SHOPEE,belanja,BCA,debit
BYR PLN TOKEN LISTRIK 4433015436,tagihan,Mandiri,debit
TRSF E-BANKING DB GRABFOOD,makanan,BNI,debit
TRF KE DANA 421211187251,topup_ewallet,DANA,ewallet
TRSF E-BANKING DB TRAVELOKA,transport,CIMB,debit
BIAYA HIDUP KELUARGA MULYADI,transfer_keluarga,BRI,transfer
DB GOFOOD FOOD,makanan,Permata,debit
PYMNT APPLE MUSIC,hiburan,BSI,debit
AUTODEBET IURAN IPL APARTEMEN,tagihan,BSI,debit
MAKAN KOPI KENANGAN BGR,makanan,Mandiri,debit
BYR TOGA MAS 38487302,pendidikan,BCA,debit
IPY TAGIHAN GAS PGN 462590,tagihan,CIMB,debit
TOP UP LINKAJA 6241520231,topup_ewallet,LinkAja,ewallet
DEBIT EDC LABORATORI,kesehatan,CIMB,debit
BYR VIA M-BANKING BPJS KESEHATAN,tagihan,BSI,debit
QRIS PMT BIOSKOP CGV SBY,hiburan,BRI,debit
KONSULTASI HALODOC,kesehatan,CIMB,debit
BIAYA HIDUP KELUARGA JULIANA PUTRI,transfer_keluarga,Permata,transfer
VIS BAKSO BOEDJANGAN MDN,makanan,Mandiri,debit
SWITCHING DB IURAN BPJS,tagihan,CIMB,debit
TRSF E-BANKING DB FOTOKOPI PRINT,lainnya,BRI,debit
PYMNT DUOLINGO PLUS,pendidikan,BSI,debit
TRSF E-BANKING DB GOJEK,transport,Mandiri,debit
DB SHOPEEFOOD ORDER,makanan,Mandiri,debit
FOOD MIE AYAM JAKARTA SBY,makanan,BSI,debit
BAYAR TAGIHAN  CICILAN KPR BRI,tagihan,BSI,debit
BYR UANG PANGKAL SEKOLAH 318433739804,pendidikan,Mandiri,debit
KIRIMAN AYAH IRA YUNITA,transfer_keluarga,BNI,transfer
DEBIT EDC SPP SEKOLAH DASAR BPN,pendidikan,CIMB,debit
DB EDC RS SILOAM,kesehatan,BRI,debit
DB SUNATAN,lainnya,CIMB,debit
TRSF DB KIRIMANKELUARGA WATI SUSANTI,transfer_keluarga,CIMB,transfer
TRF 0644136897 BNI,tidak_diketahui,BCA,transfer
QRIS PMT BLUE BIRD TAXI BPN,transport,BNI,debit
VIS ALFAMART,belanja,Mandiri,debit
OVERBOOKING CIMB INTERNAL,transfer_internal,BRI,transfer
TOP UP OVO VIA Mandiri,topup_ewallet,OVO,ewallet
RETAIL IBOX APPLE BTM,belanja,Permata,debit
BYR FIRSTMEDIA 987117735170,tagihan,Danamon,debit
BYR VIA M-BANKING INDOSAT IM3,tagihan,BSI,debit
TRSF E-BANKING DB 0505455846,tidak_diketahui,BSI,transfer
VIS ALFAMIDI,belanja,Mandiri,debit
PRC HOKA HOKA BENTO TNG,makanan,Mandiri,debit
DEBIT EDC OPTIK SEIS SBY,kesehatan,BSI,debit
PEMBAYARAN LAZADA ORDER,belanja,BCA,debit
BYR VIA M-BANKING MYREPUBLIC,tagihan,BSI,debit
DB IURAN BULANAN RT,tagihan,CIMB,debit
RETAIL MATAHARI DEPT STORE BDG,belanja,Mandiri,debit
BAYAR TAGIHAN CICILAN FIF MOTOR,tagihan,Danamon,debit
TRSF E-BANKING DB SUNATAN,lainnya,Permata,debit
DB GRABFOOD FOOD,makanan,BRI,debit
TRSF DB SUMBANGAN WATI SUSANTI,transfer_sosial,BNI,transfer
PRC ERAFONE SBY,belanja,BSI,debit
BELANJA MINISO DPS,belanja,CIMB,debit
QRIS PMTAPOTEK CENTURY MKS,kesehatan,CIMB,debit
DB EDC WARUNG KOPI TNG,makanan,BCA,debit
SUMBANGAN MASJID DINA FITRIANI,transfer_sosial,BNI,transfer
RESTO RICHEESE FACTORY BGR,makanan,BNI,debit
DB LINKEDIN LEARNING,pendidikan,Permata,debit
BAYAR TAGIHAN BPJSTK,tagihan,Mandiri,debit
TRSF E-BANKING DB PARKIR,lainnya,BCA,debit
DB E-TOLL MLG,transport,BSI,debit
NP KLINIK ESTETIKA SOL,kesehatan,BRI,debit
TRF ORANG TUA GILANG RAMADHAN 9399063646,transfer_keluarga,BSI,transfer
DB LAZADA PAYMENT,belanja,Mandiri,debit
DEBIT EDC CUCI MOBIL TNG,lainnya,BRI,debit
BYR SPP SMP 115447,pendidikan,Danamon,debit
IPY SPP SMP,pendidikan,BSI,debit
QRIS PMT SOCIOLLA BGR,belanja,Danamon,debit
db edc amazone,hiburan,BRI,debit
DEBIT EDC PET SHOP SMG,lainnya,BNI,debit
BIAYA BEROBAT LABORATORIUM PRAMITA,kesehatan,BNI,debit
DB EDCBIOSKOP CGV,hiburan,BSI,debit
DEBIT EDC BOBA THAI TEA PLB,makanan,BRI,debit
IPY SHOPEEFOOD,makanan,BRI,debit
TRSF E-BANKING DB GOPAY 04770646,topup_ewallet,GoPay,ewallet
DB PLN PREPAID,tagihan,Danamon,debit
BAYAR KLINIK APOTEK 24 JAM BTM,kesehatan,BNI,debit
TRANSFER KE GOPAY 55088444,topup_ewallet,GoPay,ewallet
DONASI SOSIAL HADI SUSANTO,transfer_sosial,Danamon,transfer
BELANJA PLANET SPORT PBR 372,belanja,BSI,debit
NP SABANA FRIED CHICKEN JKT,makanan,BRI,debit
DONASI SOSIAL JULIANA PUTRI,transfer_sosial,Permata,transfer
BYR UANG PANGKAL SEKOLAH 1,pendidikan,BSI,debit
TRSF E-BANKING DB MOBILE LEGENDS,hiburan,Danamon,debit
VIS GIANT HYPERMARKET,belanja,Mandiri,debit
RESTO BURGER KING SBY,makanan,BNI,debit
DB TIKTOK COINS,hiburan,BCA,debit
IPY DOKTERKU,kesehatan,CIMB,debit
TRF  RUTIN BULANAN KURNIA SARI 5177065456,transfer_keluarga,Permata,transfer
PEMBAYARAN SHOPEEFOOD,makanan,Danamon,debit
DEBIT EDC BARBERSHOP LPG,lainnya,BRI,debit
SWITCHING DB TAGIHAN LISTRIK PLN,tagihan,BCA,debit
DB TRAVELOKA EATS ORDER,makanan,Mandiri,debit
TRF PATUNGAN SARI INDAH,transfer_sosial,Danamon,transfer
VIS WARUNG PADANG SEDERHANA DPS,makanan,Mandiri,debit
DB TRAVELOKA EATS ORDER,makanan,Permata,debit
PATUNGAN ULANG TAHUN DEWI LESTARI,transfer_sosial,BCA,transfer
QRIS PMT SPP SMP,pendidikan,Danamon,debit
TRF 6974318946 BSI,tidak_diketahui,BNI,transfer
trsf e-banking db tagihan gas pgn,tagihan,BRI,debit
DB EDC DUFAN,hiburan,BSI,debit
TRSF E-BANKING DB BARBERSHOP,lainnya,BNI,debit
QRIS PMT INDOMAR,belanja,Mandiri,debit
debit edc biaya wisuda bks,pendidikan,Mandiri,debit
KIRIMAN IBU LINA MARLINA 2608696660 453,transfer_keluarga,Danamon,transfer
RETAIL H&M PLB,belanja,BCA,debit
E-BANKING DB SERVICE AC,lainnya,BRI,debit
BYR VIA M-BANKING BPJS KETENAGAKERJAAN,tagihan,BSI,debit
TRSF E-BANKING DB SHOPEEFOOD,makanan,Permata,debit
PEMBAYARAN SHOPEE ORDER,belanja,Permata,debit
SA IB PRIMA Dr Trf 8754985996 YANTI PERMATA,transfer_keluarga,BCA,transfer
TRSF  E-BANKING DB BIMBEL NEUTRON,pendidikan,BCA,debit
AUTODEBET TELKOMSEL KARTU AS,tagihan,Danamon,debit
TRSF E-BANKING DB UKT SEMESTER GENAP,pendidikan,CIMB,debit
PYMNT APPLE MUSIC,hiburan,BRI,debit
TRF PATUNGAN KARTINI SARI,transfer_sosial,Danamon,transfer
PYMNT DOKTERKU,kesehatan,BCA,debit
IURAN ARISAN  BULANAN YANTI PERMATA,transfer_sosial,Mandiri,transfer
BYR VIA M-BANKING TAGIHAN KARTU KREDIT MANDIRI,tagihan,BCA,debit
BAYAR KLINIK KLINIK GIGI MDN,kesehatan,Danamon,debit
PYMNT TRAVELOKAEATS,makanan,BNI,debit
SWITCHING DB TOL SBY,transport,BNI,debit
BAYAR KLINIK FISIOTERAPI KLINIK DPK,kesehatan,BRI,debit
QRIS PMT GOLD GYM ,hiburan,Permata,debit
PBK GIRO KE TABUNGAN 9778337059,transfer_internal,BCA,transfer
QRIS PMT PARKIR BTM,transport,Permata,debit
RAWAT PUSKESMAS,kesehatan,BCA,debit
TRSF DB KIRIMAN KELUARGA SARI INDAH,transfer_keluarga,Permata,transfer
db edc mie ayam jakarta sol,makanan,Mandiri,debit
DB TOP UP EWALLET OVO,topup_ewallet,OVO,ewallet
FOOD BAKSO BOEDJANGAN BPN,makanan,BSI,debit
debit edc kafe kita bgr,makanan,BNI,debit
PYMNT UNIPIN,hiburan,CIMB,debit
QRIS PMT BIMBEL GANESHA OPERATION,pendidikan,Permata,debit
PEMBAYARAN RAWAT APOTEK GUARDIAN,kesehatan,BSI,debit
QRIS PMT BIOSKOP CGV MKS,hiburan,BNI,debit
ZARA BGR,belanja,CIMB,debit
PEMBAYARAN BPJS KETENAGAKERJAAN 6754872274,tagihan,Permata,debit
TRSF NAFKAH PANDU ADITYA BULANAN,transfer_keluarga,CIMB,transfer
IPY KURSUS KOMP,pendidikan,BCA,debit
PEMBAYARAN PDAM TIRTA BHAGASASI 17123495,tagihan,BNI,debit
TRSF E-BANKING DB SKILL ACADEMY,pendidikan,BNI,debit
NP BP SPBU CRB,transport,BRI,debit
PEMBELIAN E-MONEY ShopeePay,topup_ewallet,ShopeePay,ewallet
PEMBAYARAN QRIS J.CO DONUTS,makanan,Permata,debit
QRIS PMT EXPRESS TAXI BKS,transport,BNI,debit
BELANJA METRO DEPT STORE DPK,belanja,BNI,debit
IPY DOKTERKU,kesehatan,BCA,debit
TRF BULANAN KE JULIANA PUTRI,transfer_keluarga,Danamon,transfer
TRSF DEBIT 31861882,tidak_diketahui,BNI,transfer
DEBIT EDC NAV KARAOKE BDG,hiburan,Danamon,debit
DB GOJEK RIDE,transport,BSI,debit
DB EDC DUFAN,hiburan,CIMB,debit
BYR VIA M-BANKING PLN PREPAID,tagihan,Danamon,debit
APY CICILAN FIF MOTOR 370624386595,tagihan,BCA,debit
NP APOTEK VIVA GENERIK CRB,kesehatan,BRI,debit
DB DISNEY+ HOTSTAR,hiburan,Permata,debit
PEMBAYARAN ORAMI ORDER,belanja,BRI,debit
QRIS PMT SPP SEKOLAH DASAR,pendidikan,Danamon,debit
DEBIT EDC APOTEK GUARDIAN BGR,kesehatan,Permata,debit
SA IB PRIMA Dr Trf GOPAY,topup_ewallet,GoPay,ewallet
TRANSFER IURAN ARISAN UTAMI DEWI,transfer_sosial,Danamon,transfer
PATUNGAN ULANG TAHUN INDRA KUSUMA,transfer_sosial,BRI,transfer
RESTO PHD SOL,makanan,BCA,debit
SWITCHING DB TOPUP OVO,topup_ewallet,OVO,ewallet
TRF 389869 Danamon,tidak_diketahui,DANA,ewallet
QRIS PMT VIVO SPBU JKT,transport,BRI,debit
KIRIMAN IBU NURI RAHAYU 1433595625,transfer_keluarga,Mandiri,transfer
DB TIKET.COM TIKET 379,transport,BRI,debit
DEBIT EDC FISIOTERAPI KLINIK BTM,kesehatan,CIMB,debit
SA IB PRIMA Dr Trf 3795768246,tidak_diketahui,BCA,transfer
BOBA THAI TEA PBR,makanan,BRI,debit
transfer antar rek permata,transfer_internal,Mandiri,transfer
SWITCHING DB TOPUP OVO,topup_ewallet,OVO,ewallet
PRC URBAN REPUBLIC ,belanja,Mandiri,debit
PEMBAYARAN BUKALAPAK ORDER,belanja,BSI,debit
DB BIZNET HOME,tagihan,Permata,debit
TRF BULANAN KE MEGA PUSPITA,transfer_keluarga,Permata,transfer
KIRIM KONDANGAN PUTRI MAHARANI,transfer_sosial,Permata,transfer
DB E-TOLL DPS,transport,Permata,debit
BIAYA HIDUP KELUARGA DEWI LESTARI,transfer_keluarga,BSI,transfer
DB EDC TIMEZONE,hiburan,BNI,debit
TRF RUTIN BULANAN OLIVIA SINAGA 2359374379,transfer_keluarga,BSI,transfer
PYMNT PDAM TIRTA BHAGASASI 42137,tagihan,Permata,debit
TRSF E-BANKING DB GRAB,transport,Mandiri,debit
BYR IURAN IPL APARTEMEN 878125,tagihan,BCA,debit
TRSF E-BANKING DB ,makanan,BRI,debit
DB EDC INUL VIZTA,hiburan,BRI,debit
DEBIT EDC HAPPY PUPPY KTV YK,hiburan,Danamon,debit
TRF BULANAN KE OKI PRATAMA,transfer_keluarga,Permata,transfer
DEBIT EDC AMAZONE,hiburan,BSI,debit
SWITCHING DB BRI 2397514376 SURYA DARMA,transfer_sosial,Permata,transfer
BYR VIA M-BANKING IURAN IPL APARTEMEN,tagihan,CIMB,debit
TRF ORANG TUA MEGA PUSPITA 9101906892,transfer_keluarga,CIMB,transfer
TRSF E-BANKING DB ASURANSI JIWA,lainnya,BRI,debit
NP KLINIK ESTETIKA BTM 876,kesehatan,BRI,debit
TRF ARISAN HADI SUSANTO 212514,transfer_sosial,BSI,transfer
PEMBAYARAN TOKOPEDIA ORDER,belanja,BSI,debit
BYR BARBERSHOP 3319788937,lainnya,BCA,debit
TOP UP ShopeePay VIA CIMB,topup_ewallet,ShopeePay,ewallet
SUMBANGAN MASJID ENDAH PURWANTI,transfer_sosial,Permata,transfer
DB TRF 9436682116,tidak_diketahui,Mandiri,transfer
KIRIM UANG ISTRI YANTI PERMATA,transfer_keluarga,CIMB,transfer
PRC IBOX APPLE BKS,belanja,Permata,debit
DEBIT EDC MARUGAME UDON MKS,makanan,BSI,debit
DEBIT EDC  LABORATORIUM CITO TNG,kesehatan,BSI,debit
OVERBOOKING Danamon INTERNAL,transfer_internal,DANA,ewallet
TRSF E-BANKING DB NETFLIX.COM,hiburan,BCA,debit
IPY APPLE STORE,hiburan,Permata,debit
DB SUNATAN 235,lainnya,CIMB,debit
PYMNT APPLE STORE,hiburan,Danamon,debit
TRF BULANAN KE M,transfer_keluarga,Mandiri,transfer
VIS DAISO,belanja,Mandiri,debit
TRF UANG JAJAN ANAK SURYA DARMA,transfer_keluarga,Permata,transfer
TRSF E-BANKING DB BIMBEL GANESHA OPERATION 699,pendidikan,Permata,debit
DEBIT EDC GULU GULU PLB,makanan,BCA,debit
IPY  SPP SMP,pendidikan,Permata,debit
DB EDC HAPPY PUPPY KTV,hiburan,Mandiri,debit
DEBIT EDC PERIPLUS BOOKSTORE BGR,pendidikan,BRI,debit
APY PARKIR KOTA,transport,BCA,debit
TRSF E-BANKING DB GARENA TOP UP,hiburan,BSI,debit
QRIS PMT LAUNDRY SOL,lainnya,Permata,debit
NP ERAFONE TNG,belanja,BRI,debit
SWITCHING DB Mandiri 1337547985,tidak_diketahui,BNI,transfer
BAYAR KLINIK RS ADVENT DPK,kesehatan,Mandiri,debit
DB SKILL ACADEMY,pendidikan,CIMB,debit
EDC UKT SEMESTER GANJIL MLG,pendidikan,BNI,debit
TRSF E-BANKING DB BIZNET HOME,tagihan,BCA,debit
DB TRAVELOKA TIKET,transport,BNI,debit
PYMNT SHOPEEFOOD,makanan,Mandiri,debit
PEMBAYARAN GRABFOOD,makanan,CIMB,debit
TRSF E-BANKING DB SPP UNIVERSITAS,pendidikan,CIMB,debit
DB TRAVELOKA EATS ORDER,makanan,Permata,debit
RESTO HOKBEN SOL,makanan,Danamon,debit
NP RS SILOAM BDG,kesehatan,BRI,debit
DEBIT EDC PARKIR KOTA BGR,transport,BRI,debit
PYMNT GOOGLE PLAY GAMES,hiburan,BCA,debit
TRF KE DANA 9917255022,topup_ewallet,DANA,ewallet
BYR VIA M-BANKING PDAM KOTA,tagihan,Mandiri,debit
db udemy learning,pendidikan,CIMB,debit
BYR VIA M-BANKING TELKOMSEL KARTU AS,tagihan,Danamon,debit
TRSF E-BANKING DB LAZADA,belanja,Mandiri,debit
IPY APPLE MUSIC,hiburan,Permata,debit
TRF IURAN RT CAHYA PRATAMA 1731485860,transfer_sosial,BCA,transfer
APY YAMAHA SERVICE,transport,BCA,debit
PYMNT GOFOOD,makanan,BSI,debit
BAYAR TAGIHAN CICILAN KPR BTN,tagihan,BCA,debit
TRANSFER IURAN ARISAN FIT,transfer_sosial,BRI,transfer
DB BUKALAPAK PAYMENT,belanja,BRI,debit
BYR PET SHOP 53089205,lainnya,BSI,debit
TRSF E-BANKING DB NOTARIS PPAT,lainnya,Mandiri,debit
byr pdam tirta bhagasasi 211673608859,tagihan,BSI,debit
DB FLAZZ TOPUP,transport,BCA,debit
TRSF E-BANKING DB TIKTOK SHOP,belanja,Mandiri,debit
DB GOFOOD ORDER,makanan,BCA,debit
TRSF E-BANKING DB GOFOOD,makanan,BRI,debit
KIRIMAN AYAH VINA OKTAVIA,transfer_keluarga,Danamon,transfer
PEMBAYARAN GOFOOD,makanan,BCA,debit
BIAYA BEROBAT KLINIK GIGI,kesehatan,BNI,debit
MAKAN MARUGAME UDON BDG,makanan,BSI,debit
PATUNGAN ULANG TAHUN RATNA SARI,transfer_sosial,BRI,transfer
TRSF E-BANKING DB 1396179679 MEGA PUSPITA RUTIN,transfer_keluarga,BSI,transfer
DEBIT EDC OPTIK SEIS LPG,kesehatan,BCA,debit
PATUNGAN ULANG TAHUN LESTARI NINGRUM,transfer_sosial,Mandiri,transfer
DB EDC RS PONDOK I,kesehatan,Permata,debit
BIAYA BEROBAT APOTEK VIVA GENERIK,kesehatan,Permata,debit
DB EDC NAV KARAOKE,hiburan,Mandiri,debit
KIRIM NAFKAH ZAKI ABDILLAH,transfer_keluarga,Mandiri,transfer
RETAIL NIKE STORE JKT,belanja,BSI,debit
TRSF E-BANKING DB NOTARIS PPAT,lainnya,Danamon,debit
KONDANGAN PERNIKAHAN EKO PRASETYO,transfer_sosial,CIMB,transfer
BYR VIA M-BANKING CBN FIBER,tagihan,BNI,debit
BYR TAGIHAN IURAN BPJS,tagihan,BRI,debit
DB EDC SOCIOLLA PBR,belanja,BCA,debit
BYR VIA M-BANKING BPJS KETENAGAKERJAAN,tagihan,Danamon,debit
TRF ARISAN GILANG RAMADHAN 165,transfer_sosial,Permata,transfer
RETAIL TRANSMART MKS,belanja,Permata,debit
IPY KAI ACCESS,transport,BRI,debit
PEMBAYARAN RAWAT APOTEK KIMIA FARMA,kesehatan,Mandiri,debit
PYMNT TRAVELOKA EATS,makanan,Mandiri,debit
TRSF DB SUMBANGAN DINA FITRIANI,transfer_sosial,BCA,transfer
QRIS PMT PARKIR BDG,transport,BNI,debit
DEBIT EDC CINEPOLIS ,hiburan,CIMB,debit
TRSF DB SUMBANGAN EKO PRASETYO,transfer_sosial,Permata,transfer
DB KAI ACCESS RIDE,transport,BNI,debit
QRIS PMT UKT SEMESTER GENAP,pendidikan,CIMB,debit
BAYAR TAGIHAN PLN ,tagihan,BRI,debit
DB EDC CELEBRITY FITNESS,hiburan,BCA,debit
PEMBAYARAN BPJS KESEHATAN 4449063023,tagihan,BRI,debit
TRF 5477580462 CIMB,tidak_diketahui,CIMB,transfer
qris pmt optik seis bks,kesehatan,Mandiri,debit
SWITCHING DB CIMB 6847037780 LESTARI NINGRUM,transfer_sosial,CIMB,transfer
DB GOJEK TIKET,transport,BCA,debit
SWITCHING DB Permata 9988979348,tidak_diketahui,Permata,transfer
DB MAXIM RIDE,transport,Permata,debit
IPY GRAB,transport,CIMB,debit
SWITCHING DB BSI 3363961123 SARI INDAH,transfer_keluarga,BSI,transfer
TRSF E-BANKING DB LAZADA,belanja,Danamon,debit
PEMBAYARAN BLIBLI ORDER,belanja,BSI,debit
PEMBAYARAN PLN PASCABAYAR 463953,tagihan,CIMB,debit
SA IB PRIMA Dr Trf 4114702131 UTAMI DEWI 568,transfer_keluarga,BCA,transfer
TRSF E-BANKING DB 7574677713,tidak_diketahui,BNI,transfer
PYMNT BLIBLI,belanja,BNI,debit
TRANSFER KE NANDA WIJAYA NAFKAH BULANAN,transfer_keluarga,BCA,transfer
KONDANGAN PERNIKAHAN VINA OKTAVIA,transfer_sosial,BNI,transfer
DB TAGIHANBPJS KESEHATAN,tagihan,Mandiri,debit
TRSF E-BANKING DB SKILL ACADEMY,pendidikan,BNI,debit
PYMNT GOFOOD,makanan,BSI,debit
TRSF E-BANKING DB TRAVELOKA EATS,makanan,Permata,debit
NP APOTEK K24 BGR,kesehatan,BRI,debit
DEBIT EDC KLINIK KIMIA FARMA SOL,kesehatan,Permata,debit
SWITCHING DB DISNEY+ HOTSTAR,hiburan,BNI,debit
ipy les privat,pendidikan,BCA,debit
TOP UP OVO VIA CIMB,topup_ewallet,OVO,ewallet
MAKAN BAKSO MALANG MKS,makanan,CIMB,debit
TRSF E-BANKING DB UDEMY  LEARNING,pendidikan,Permata,debit
debit edc spp universitas lpg,pendidikan,CIMB,debit
DB SHOPEE PAYMENT,belanja,BRI,debit
BAYAR KLINIK RS ADVENT SBY,kesehatan,BNI,debit
DB EDC CELEBRITY FI,hiburan,BNI,debit
QRIS PMT PERIPLUS BOOKSTORE,pendidikan,Permata,debit
DB SHOPEEFOOD FOOD,makanan,Danamon,debit
DB WARUNG NASI GORENG CRB,makanan,Mandiri,debit
PRC PLANET SPORT BDG,belanja,BSI,debit
MAKAN STARBUCKS COFFEE BDG,makanan,BNI,debit
KONSULTASI GOOD DOCTOR,kesehatan,Mandiri,debit
PYMNT TELKOMSEL SIMPATI 5651975270,tagihan,Mandiri,debit
E-BANKING DB TRAVELOKA EATS,makanan,Permata,debit
QRIS PMTAPOTEK CENTURY BKS,kesehatan,Mandiri,debit
QRIS PMT BAKMI GM MDN,makanan,BNI,debit
PYMNT KAI ACCESS,transport,Mandiri,debit
DEBIT EDC RANCH MARKET CRB,belanja,CIMB,debit
DB GRABFOOD FOOD,makanan,BCA,debit
E-BANKING DB LAZADA,belanja,BNI,debit
DB EDC PUSKESMAS,kesehatan,BSI,debit
DB TRAVELOKARIDE,transport,CIMB,debit
DEBIT EDC TRANSMART JKT,belanja,BRI,debit
BIMBEL ONLINE,pendidikan,BNI,debit
IPY UKT SEMESTER GANJIL,pendidikan,BCA,debit
DB GOOD DOCTOR,kesehatan,CIMB,debit
TRSF E-BANKING DB KURSUS MUSIK YAMAHA,pendidikan,BRI,debit
BYR DONASI PMI 79333548,lainnya,CIMB,debit
PYMNT DISNEY+ HOTSTAR,hiburan,Danamon,debit
PEMBELIAN E-MONEY DANA,topup_ewallet,DANA,ewallet
BYR SPP SMP 685742706429,pendidikan,Danamon,debit
PYMNT SHOPEEFOOD,makanan,CIMB,debit
QRIS PMT KURSUS BAHASA EF ENGLISH,pendidikan,CIMB,debit
DB EDC RS MEDISTRA,kesehatan,Danamon,debit
PYMNT SHOPEE,belanja,Permata,debit
BYR PDAM TIRTA BHAGASASI 38893848,tagihan,Mandiri,debit
IURAN ARISAN BULANAN IRA YUNITA,transfer_sosial,BSI,transfer
BEROBAT RS MEDISTRA,kesehatan,CIMB,debit
PEMBAYARAN GOFOOD,makanan,Danamon,debit
SWITCHING DB SPOTIFY PREMIUM,hiburan,BCA,debit
SA IB PRIMA Dr Trf 6811237951 KURNIA SARI,transfer_keluarga,BCA,transfer
APY AXIS 464987457689,tagihan,BCA,debit
TRSF DB KIRIMAN KELUARGA YUSUF RAHMAN,transfer_keluarga,Permata,transfer
BYR VIA M-BANKING BIZNET HOME,tagihan,BCA,debit
DB TRAVELOKA EATS FOOD,makanan,Mandiri,debit
IPY ZENIUS EDUCATION,pendidikan,BNI,debit
bayar klinik rs advent crb,kesehatan,Permata,debit
SA IB PRIMA Dr Trf REK SENDIRI,transfer_internal,BCA,transfer
PEMBAYARAN RAWAT RS PREMIER JATINEGARA,kesehatan,BRI,debit
PATUNGAN KADO BUDI SANTOSO,transfer_sosial,BCA,transfer
PYMNT TELKOMSEL SIMPATI 7550474862,tagihan,BSI,debit
TRSF E-BANKING DB CUCI MOBIL,lainnya,BNI,debit
QRIS PMT LOTTEMART,belanja,Permata,debit
NP RS MEDISTRA PLB 147,kesehatan,BRI,debit
TRSF E-BANKING DB KAI ACCESS,transport,BSI,debit
PYMNT GOOGLE PLAY GAMES,hiburan,Mandiri,debit
